"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"356296",4414376640,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.852753,-90.671188,35,"Mississippi River Forest"
"356476",4414000515,"Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","","SPECIES","Magnolia acuminata (L.) L.","Magnolia acuminata","","","Arkansas",35.163195,-90.716528,2,"Mississippi River Forest"
"3581311",4165822457,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.986603,-90.709426,2,"Mississippi River Forest"
"358600",4153885983,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.856076,-91.103892,4,"Mississippi River Forest"
"361298",4112198940,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.158272,-90.710425,20,"Mississippi River Forest"
"361321",4112165240,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.821661,-90.778223,4,"Mississippi River Forest"
"361382",4112038970,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.158272,-90.710425,20,"Mississippi River Forest"
"361521",4111868212,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.151333,-90.731125,20,"Mississippi River Forest"
"3616391",4111623811,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",34.843811,-92.049829,7,"Mississippi River Forest"
"362274",4102711021,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.887822,-90.788453,10,"Mississippi River Forest"
"362458",4096970306,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.822356,-90.727615,8,"Mississippi River Forest"
"362669",4096574425,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.175687,-90.701958,4,"Mississippi River Forest"
"363875",4067170579,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",34.754873,-90.722458,6,"Mississippi River Forest"
"364554",4034607758,"Magnoliales","Magnoliaceae","Magnolia","Magnolia grandiflora","","SPECIES","Magnolia grandiflora L.","Magnolia grandiflora","","","Arkansas",35.835847,-90.726355,5,"Mississippi River Forest"
"365132",4009774801,"Magnoliales","Magnoliaceae","Magnolia","Magnolia virginiana","","SPECIES","Magnolia virginiana L.","Magnolia virginiana","","","Arkansas",35.767395,-90.705262,8,"Mississippi River Forest"
"371923",3925479390,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.330851,-90.226989,5,"Mississippi River Forest"
"372014",3925270314,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.857093,-91.101229,3,"Mississippi River Forest"
"374762",3881664349,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.896872,-90.730355,6,"Mississippi River Forest"
"374775",3881614531,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.897537,-90.72882,4,"Mississippi River Forest"
"374964",3881419327,"Magnoliales","Magnoliaceae","Magnolia","Magnolia grandiflora","","SPECIES","Magnolia grandiflora L.","Magnolia grandiflora","","","Arkansas",35.816919,-90.693657,3,"Mississippi River Forest"
"375079",3874146650,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.977658,-90.715545,5,"Mississippi River Forest"
"375090",3874107554,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.977672,-90.7156,5,"Mississippi River Forest"
"375098",3874097324,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.977672,-90.7156,5,"Mississippi River Forest"
"375107",3874069392,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.157586,-90.725425,4,"Mississippi River Forest"
"375125",3874033561,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.977692,-90.71543,5,"Mississippi River Forest"
"375228",3873761558,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.977633,-90.715303,4,"Mississippi River Forest"
"375619",3873253647,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.977497,-90.716012,5,"Mississippi River Forest"
"375871",3872950204,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.962355,-91.171638,4,"Mississippi River Forest"
"376017",3860782799,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.856788,-91.100236,4,"Mississippi River Forest"
"376093",3860605940,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.857638,-91.100311,4,"Mississippi River Forest"
"376210",3860396854,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.857462,-91.100075,4,"Mississippi River Forest"
"376650",3859458195,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.971967,-90.717637,4,"Mississippi River Forest"
"3769851",3858757183,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.979392,-91.162339,4,"Mississippi River Forest"
"377031",3858672808,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.85767,-91.100586,4,"Mississippi River Forest"
"377130",3858465169,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.920528,-90.776253,4,"Mississippi River Forest"
"3773881",3802714620,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.019381,-90.778953,32,"Mississippi River Forest"
"377453",3802544372,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.784882,-90.708402,2,"Mississippi River Forest"
"377947",3773642637,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.176338,-90.696403,4,"Mississippi River Forest"
"377985",3773573831,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.91502,-90.658333,4,"Mississippi River Forest"
"380280",3457033377,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.857757,-91.10352,26,"Mississippi River Forest"
"383113",3337558999,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.972957,-90.71669,2,"Mississippi River Forest"
"385557",3113506518,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.823265,-90.712308,48,"Mississippi River Forest"
"386023",3112609669,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.171845,-90.701967,24,"Mississippi River Forest"
"386579",3097390748,"Magnoliales","Magnoliaceae","Magnolia","Magnolia acuminata","","SPECIES","Magnolia acuminata (L.) L.","Magnolia acuminata","","","Arkansas",35.163089,-90.718462,5,"Mississippi River Forest"
"386597",3097343460,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.176542,-90.701133,8,"Mississippi River Forest"
"388558",2999131584,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.854724,-91.100345,5,"Mississippi River Forest"
"388610",2992753660,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.83906,-90.68028,49,"Mississippi River Forest"
"388794",2984462380,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.813179,-90.734672,4,"Mississippi River Forest"
"3888681",2981052135,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.839216,-90.68585,5,"Mississippi River Forest"
"388897",2980990222,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.531095,-90.684824,3,"Mississippi River Forest"
"388963",2980805758,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.530905,-90.687736,6,"Mississippi River Forest"
"3894151",2963921996,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.973036,-90.717833,9,"Mississippi River Forest"
"389490",2963787926,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.82289,-90.712458,8,"Mississippi River Forest"
"389492",2963774961,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.822889,-90.712506,16,"Mississippi River Forest"
"389875",2898469659,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.766277,-90.705508,2,"Mississippi River Forest"
"391976",2814264585,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.802439,-90.698336,7,"Mississippi River Forest"
"392343",2802829026,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.957155,-90.64571,2,"Mississippi River Forest"
"3959871",2465171463,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.822983,-90.712642,5,"Mississippi River Forest"
"396576",2429286312,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.766898,-90.704553,11,"Mississippi River Forest"
"401755",1453256475,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.838679,-90.678837,5,"Mississippi River Forest"
"401756",1453256266,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.838676,-90.678851,8,"Mississippi River Forest"
"401757",1453255950,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.83942,-90.676383,29,"Mississippi River Forest"
"401758",1453255654,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.838377,-90.678298,26,"Mississippi River Forest"
"402352",1052577877,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.973807,-90.715826,7,"Mississippi River Forest"
"402353",1052577710,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.977665,-90.716739,3,"Mississippi River Forest"
"402354",1052577703,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.977728,-90.716112,14,"Mississippi River Forest"
"402355",1052576011,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.974034,-90.717637,10,"Mississippi River Forest"
"402356",1052574905,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.972936,-90.716558,50,"Mississippi River Forest"
"4023591",1042823236,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.97384,-90.71607,30,"Mississippi River Forest"
"402362",1042814995,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.97406,-90.717616,14,"Mississippi River Forest"
"4023631",1042814526,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.973644,-90.718564,50,"Mississippi River Forest"
"402364",1042814502,"Magnoliales","Annonaceae","Asimina","Asimina triloba","","SPECIES","Asimina triloba (L.) Dunal","Asimina triloba","","","Arkansas",35.98,-90.717,50,"Mississippi River Forest"
"4023741",1038333277,"Magnoliales","Magnoliaceae","Liriodendron","Liriodendron tulipifera","","SPECIES","Liriodendron tulipifera L.","Liriodendron tulipifera","","","Arkansas",35.9719,-90.7164,10,"Mississippi River Forest"
"403082",4417079358,"Malvales","Malvaceae","Sida","Sida spinosa","","SPECIES","Sida spinosa L.","Sida spinosa","","","Arkansas",35.905914,-90.790268,14,"Mississippi River Forest"
"403533",4414281172,"Malvales","Malvaceae","Sida","Sida spinosa","","SPECIES","Sida spinosa L.","Sida spinosa","","","Arkansas",35.742019,-90.669304,2,"Mississippi River Forest"
"404250",4407595231,"Malvales","Malvaceae","Hibiscus","Hibiscus moscheutos","","SPECIES","Hibiscus lasiocarpos Cav.","Hibiscus lasiocarpos","","","Arkansas",35.267219,-91.568836,10,"Mississippi River Forest"
"4052621",4400482470,"Malvales","Malvaceae","Hibiscus","Hibiscus moscheutos","","SPECIES","Hibiscus lasiocarpos Cav.","Hibiscus lasiocarpos","","","Arkansas",35.388545,-91.458952,10,"Mississippi River Forest"
"405464",4400080837,"Malvales","Malvaceae","Sida","Sida spinosa","","SPECIES","Sida spinosa L.","Sida spinosa","","","Arkansas",35.386599,-91.470109,4,"Mississippi River Forest"
"405646",4177446112,"Malvales","Malvaceae","Hibiscus","Hibiscus moscheutos","","SPECIES","Hibiscus lasiocarpos Cav.","Hibiscus lasiocarpos","","","Arkansas",34.781469,-91.514583,10,"Mississippi River Forest"
"406086",4176977271,"Malvales","Malvaceae","Hibiscus","Hibiscus moscheutos","","SPECIES","Hibiscus lasiocarpos Cav.","Hibiscus lasiocarpos","","","Arkansas",34.868524,-91.300201,2,"Mississippi River Forest"
"406648",4171568336,"Malvales","Malvaceae","Abutilon","Abutilon theophrasti","","SPECIES","Abutilon theophrasti Medik.","Abutilon theophrasti","","","Arkansas",35.407189,-91.498011,8,"Mississippi River Forest"
